,Contract ID,Bid Rank,Vendor ID,PercentOfEstimates,ParticipantsCount,Unnamed: 8
3425,C13880,4,160A,1.001146,4,
3427,C13826,1,908A,1.322727,3,
3428,C13826,2,997A,1.359791,3,
3429,C13826,3,697A,1.38473,3,
3431,MM6006,1,1068A,0.718667,6,
3432,MM6006,2,1202A,0.87141,6,
3433,MM6006,3,232A,0.930067,6,
3434,MM6006,4,159C,0.943764,6,
3435,MM6006,5,1029A,1.095163,6,
3436,MM6006,6,164A,1.251698,6,
3438,C12548,1,790A,1.080225,7,
3439,C12548,2,279A,1.088662,7,
3440,C12548,3,1011A,1.196009,7,
3441,C12548,4,903A,1.202425,7,
3442,C12548,5,005A,1.221737,7,
3443,C12548,6,160A,1.23033,7,
3444,C12548,7,159C,1.275297,7,
3446,C13380,1,169A,0.926372,12,
3447,C13380,2,032A,0.928005,12,
3448,C13380,3,1245A,0.968179,12,
3449,C13380,4,973A,1.011102,12,
3450,C13380,5,562A,1.022778,12,
3451,C13380,6,790A,1.034666,12,
3452,C13380,7,696A,1.105232,12,
3453,C13380,8,1202A,1.12808,12,
3454,C13380,9,1086A,1.160427,12,
3455,C13380,10,779A,1.267705,12,
3456,C13380,11,150B,1.377364,12,
3457,C13380,12,159C,1.394574,12,
3459,C13523,1,084A,0.917107,3,
3460,C13523,2,250A,1.102501,3,
3461,C13523,3,276A,1.829735,3,
3463,C13866,1,091A,0.815581,8,
3464,C13866,2,163D,0.816314,8,
3465,C13866,3,505A,0.855214,8,
3466,C13866,4,005A,0.878023,8,
3467,C13866,5,174A,0.948976,8,
3468,C13866,6,053D,0.981729,8,
3469,C13866,7,159C,1.168996,8,
3470,C13866,8,1084A,1.422404,8,
3472,C13921,1,163A,0.771524,5,
3473,C13921,2,091A,0.795018,5,
3474,C13921,3,505A,0.816465,5,
3475,C13921,4,005A,0.82307,5,
3476,C13921,5,159C,1.139252,5,
3478,MM5009,1,1249A,0.988673,1,
3480,C13925,1,091A,0.964247,3,
3481,C13925,2,005A,1.052635,3,
3482,C13925,3,505A,1.053482,3,
3484,C13864,1,091A,0.792481,4,
3485,C13864,2,163A,0.867972,4,
3486,C13864,3,005A,0.892544,4,
3487,C13864,4,116B,1.020762,4,
3489,C13945,1,159C,1.126551,1,
3491,C13817,1,163A,0.887673,5,
3492,C13817,2,1207A,0.944899,5,
3493,C13817,3,329A,1.014283,5,
3494,C13817,4,005A,1.023343,5,
3495,C13817,5,159C,1.1519,5,
3497,C13867,1,110E,1.062094,3,
3498,C13867,2,621A,1.189383,3,
3499,C13867,3,939A,1.280326,3,
3501,C13888,1,1202A,1.030326,4,
3502,C13888,2,905A,1.056548,4,
3503,C13888,3,903A,1.136493,4,
3504,C13888,4,1086A,1.180497,4,
3506,C13721,1,868A,0.455268,6,
3507,C13721,2,255D,0.651708,6,
3508,C13721,3,064A,0.938704,6,
3509,C13721,4,1095A,0.965694,6,
3510,C13721,5,697A,1.03725,6,
3511,C13721,6,720A,1.320624,6,
3513,C13849,1,793A,0.598777,6,
3514,C13849,2,1062A,0.83333,6,
3515,C13849,3,2011B,1.045016,6,
3516,C13849,4,1250A,1.170685,6,
3517,C13849,5,1116A,1.443611,6,
3518,C13849,6,1236A,1.660358,6,
3520,C12278,1,160A,0.931292,5,
3521,C12278,2,174A,0.971237,5,
3522,C12278,3,084A,0.979932,5,
3523,C12278,4,005A,1.130944,5,
3524,C12278,5,159C,1.195151,5,
3526,C13573,1,870A,0.870602,8,
3527,C13573,2,696A,0.884503,8,
3528,C13573,3,169A,0.898925,8,
3529,C13573,4,884A,0.932136,8,
3530,C13573,5,011A,0.936132,8,
3531,C13573,6,692A,0.943905,8,
3532,C13573,7,164A,0.954936,8,
3533,C13573,8,065A,1.075192,8,
3535,C13714,1,1095A,1.165869,5,
3536,C13714,2,975A,1.365393,5,
3537,C13714,3,503F,1.451962,5,
3538,C13714,4,276A,1.581717,5,
3539,C13714,5,697A,1.855508,5,
3541,C13720,1,868A,0.961056,8,
3542,C13720,2,1235A,1.086174,8,
3543,C13720,3,975A,1.131451,8,
3544,C13720,4,255D,1.786821,8,
3545,C13720,5,064A,1.992656,8,
3546,C13720,6,1095A,2.034408,8,
3547,C13720,7,697A,2.754629,8,
3548,C13720,8,720A,3.176674,8,
3550,CM4012,1,276A,0.926177,3,
3551,CM4012,2,903A,0.975548,3,
3552,CM4012,3,169A,1.107928,3,
3554,C13943,1,697A,1.222194,5,
3555,C13943,2,720A,1.256593,5,
3556,C13943,3,064A,1.405707,5,
3557,C13943,4,503F,1.559797,5,
3558,C13943,5,276A,1.635602,5,
3560,C13228,1,011A,1.287513,5,
3561,C13228,2,084A,1.343971,5,
3562,C13228,3,703A,1.433376,5,
3563,C13228,4,159C,1.461664,5,
3564,C13228,5,417A,1.474389,5,
3566,MM2008,1,162A,0.641511,3,
3567,MM2008,2,595A,0.874872,3,
3568,MM2008,3,060A,0.983232,3,
3570,C12332,1,876A,0.576454,5,
3571,C12332,2,1257A,0.765845,5,
3572,C12332,3,1230A,1.226694,5,
3573,C12332,4,1259A,1.266996,5,
3574,C12332,5,1254A,1.350582,5,
3576,C12404,1,163A,0.948545,5,
3577,C12404,2,329A,1.000835,5,
3578,C12404,3,005A,1.021151,5,
3579,C12404,4,1207A,1.071474,5,
3580,C12404,5,159C,1.181234,5,
3582,C13982,1,924A,0.930989,5,
3583,C13982,2,071A,0.983993,5,
3584,C13982,3,163A,1.076682,5,
3585,C13982,4,159C,1.087447,5,
3586,C13982,5,028B,1.183627,5,
3588,C13906,1,163A,0.931444,7,
3589,C13906,2,257A,0.967175,7,
3590,C13906,3,329A,0.967866,7,
3591,C13906,4,005A,0.974587,7,
3592,C13906,5,160A,1.053653,7,
3593,C13906,6,1207A,1.056825,7,
3594,C13906,7,159C,1.132314,7,
3596,MM7002,1,1235A,1.215541,2,
3597,MM7002,2,697A,1.540178,2,
3599,C13879,1,790A,1.082805,7,
3600,C13879,2,503F,1.181238,7,
3601,C13879,3,279A,1.183801,7,
3602,C13879,4,159C,1.219441,7,
3603,C13879,5,903A,1.345386,7,
3604,C13879,6,1011A,1.384118,7,
3605,C13879,7,1266A,1.407604,7,
3607,C13963,1,1231A,0.598323,6,
3608,C13963,2,697A,0.803693,6,
3609,C13963,3,1235A,0.840355,6,
3610,C13963,4,908A,0.894784,6,
3611,C13963,5,503F,0.966866,6,
3612,C13963,6,1025A,1.176329,6,
3614,MM4017,1,903A,0.450423,4,
3615,MM4017,2,2007A,0.579574,4,
3616,MM4017,3,1086A,0.606345,4,
3617,MM4017,4,1202A,0.616536,4,
3619,MM7001R,1,1153A,0.929038,1,
3621,C13486,1,279A,1.113995,5,
3622,C13486,2,674A,1.13983,5,
3623,C13486,3,767A,1.184135,5,
3624,C13486,4,159C,1.308468,5,
3625,C13486,5,777A,1.378625,5,
3627,MM5012,1,169A,1.122958,1,
3629,MM4018,1,905A,0.792593,2,
3630,MM4018,2,903A,0.939815,2,
3632,C13959,1,028B,1.030902,3,
3633,C13959,2,163A,1.07025,3,
3634,C13959,3,1011A,1.150515,3,
3636,MM5011,1,897A,0.945515,1,
3638,C13507,1,159C,0.946316,2,
3639,C13507,2,011A,1.369488,2,
3641,C13966,1,1116A,0.873438,4,
3642,C13966,2,793A,0.965653,4,
3643,C13966,3,1250A,1.393353,4,
3644,C13966,4,1236A,1.464103,4,
3646,C12834,1,585A,0.923416,8,
3647,C12834,2,160A,0.976379,8,
3648,C12834,3,284A,1.098688,8,
3649,C12834,4,373A,1.142335,8,
3650,C12834,5,159C,1.310864,8,
3651,C12834,6,903A,1.313022,8,
3652,C12834,7,779A,1.364981,8,
3653,C12834,8,505A,1.499103,8,
3655,MM7002R,1,1235A,0.699702,3,
3656,MM7002R,2,720A,0.933784,3,
3657,MM7002R,3,697A,1.015427,3,
3659,MM1016,1,028B,1.014229,5,
3660,MM1016,2,163A,1.056925,5,
3661,MM1016,3,159C,1.139549,5,
3662,MM1016,4,032A,1.28411,5,
3663,MM1016,5,924A,1.467732,5,
3665,MM1017,1,118A,1.065055,4,
3666,MM1017,2,163A,1.141815,4,
3667,MM1017,3,159C,1.292713,4,
3668,MM1017,4,005A,1.363843,4,
3670,C13229R,1,870A,0.803785,5,
3671,C13229R,2,232A,0.84563,5,
3672,C13229R,3,284A,0.997822,5,
3673,C13229R,4,084A,1.019557,5,
3674,C13229R,5,381A,1.086769,5,
3676,C13362,1,795A,1.032924,6,
3677,C13362,2,668A,1.071376,6,
3678,C13362,3,1011A,1.092919,6,
3679,C13362,4,028B,1.104297,6,
3680,C13362,5,150B,1.105225,6,
3681,C13362,6,159C,1.239456,6,
3683,C13733,1,701A,1.021458,5,
3684,C13733,2,1011A,1.031758,5,
3685,C13733,3,160A,1.070901,5,
3686,C13733,4,955A,1.143844,5,
3687,C13733,5,159C,1.145626,5,
3689,C12761,1,854A,0.924244,8,
3690,C12761,2,696A,1.004616,8,
3691,C12761,3,065A,1.042208,8,
3692,C12761,4,692A,1.090258,8,
3693,C12761,5,090A,1.090258,8,
3694,C12761,6,924A,1.091898,8,
3695,C12761,7,174A,1.176351,8,
3696,C12761,8,071A,1.34692,8,
3698,C13480,1,169A,0.888941,5,
3699,C13480,2,884A,0.901229,5,
3700,C13480,3,164A,0.901737,5,
3701,C13480,4,870A,0.908377,5,
3702,C13480,5,011A,0.923718,5,
3704,C12859,1,279A,1.007534,4,
3705,C12859,2,005A,1.067664,4,
3706,C12859,3,903A,1.093658,4,
3707,C12859,4,159C,1.257029,4,
3709,C14002,1,163C,0.97071,3,
3710,C14002,2,160A,1.099209,3,
3711,C14002,3,159C,1.324618,3,
3713,C13066,1,163A,0.99526,3,
3714,C13066,2,032A,1.219691,3,
3715,C13066,3,159C,1.2803,3,
3717,C13920,1,169A,0.89707,4,
3718,C13920,2,164A,0.938524,4,
3719,C13920,3,160A,0.980528,4,
3720,C13920,4,159C,1.046866,4,
3722,MM1014,1,163A,0.79301,3,
3723,MM1014,2,1274A,0.84433,3,
3724,MM1014,3,159C,0.977064,3,
3726,MM1015,1,163A,0.802827,3,
3727,MM1015,2,159C,0.957768,3,
3728,MM1015,3,017A,1.199754,3,
3730,C14046,1,547A,0.869152,4,
3731,C14046,2,505A,0.873135,4,
3732,C14046,3,091A,0.87401,4,
3733,C14046,4,005A,0.893148,4,
3735,C12475,1,696A,0.913262,7,
3736,C12475,2,692A,0.962288,7,
3737,C12475,3,924A,1.002803,7,
3738,C12475,4,968A,1.07249,7,
3739,C12475,5,065A,1.119102,7,
3740,C12475,6,159C,1.199191,7,
3741,C12475,7,503F,1.225082,7,
3743,C12719,1,163A,0.978443,5,
3744,C12719,2,028B,1.083962,5,
3745,C12719,3,032A,1.155737,5,
3746,C12719,4,159C,1.166483,5,
3747,C12719,5,924A,1.184936,5,
3749,C13984R,1,697A,1.189815,6,
3750,C13984R,2,1098A,1.224111,6,
3751,C13984R,3,1231A,1.239926,6,
3752,C13984R,4,720A,1.30399,6,
3753,C13984R,5,2002A,1.31674,6,
3754,C13984R,6,1025A,1.342759,6,
3756,MM3004,1,1202A,1.286129,2,
3757,MM3004,2,084A,1.494558,2,
3759,MM5013,1,110E,1.072695,3,
3760,MM5013,2,621A,1.100361,3,
3761,MM5013,3,939A,1.119933,3,
3763,C13862,1,091A,1.024989,1,
3765,MM2011,1,1200A,1.111483,3,
3766,MM2011,2,697A,2.372565,3,
3767,MM2011,3,1095A,2.585245,3,
3769,C13569,1,163A,1.056671,4,
3770,C13569,2,159C,1.135026,4,
3771,C13569,3,017A,1.184545,4,
3772,C13569,4,071A,1.499152,4,
3774,C13529,1,1275A,0.931629,12,
3775,C13529,2,870A,0.943484,12,
3776,C13529,3,011A,0.944291,12,
3777,C13529,4,090A,0.974503,12,
3778,C13529,5,692A,0.992693,12,
3779,C13529,6,854A,0.995399,12,
3780,C13529,7,924A,0.995752,12,
3781,C13529,8,703A,1.007737,12,
3782,C13529,9,884A,1.017963,12,
3783,C13529,10,373A,1.06504,12,
3784,C13529,11,174A,1.155709,12,
3785,C13529,12,065A,1.173444,12,
3787,MM2010,1,1200A,0.708979,3,
3788,MM2010,2,720A,1.069804,3,
3789,MM2010,3,697A,1.603526,3,
3791,C13617,1,1234A,0.870211,2,
3792,C13617,2,503F,0.926529,2,
3794,C13800,1,595A,1.051157,4,
3795,C13800,2,982A,1.151323,4,
3796,C13800,3,162A,1.239906,4,
3797,C13800,4,060A,1.739558,4,
3799,C14091,1,164A,0.920187,5,
3800,C14091,2,159C,1.050008,5,
3801,C14091,3,232A,1.052425,5,
3802,C14091,4,1202A,1.234714,5,
3803,C14091,5,692A,1.310571,5,
3805,C13979,1,1282A,0.820248,6,
3806,C13979,2,381A,0.966562,6,
3807,C13979,3,274A,1.076194,6,
3808,C13979,4,084A,1.174644,6,
3809,C13979,5,919A,1.241844,6,
3810,C13979,6,232A,1.390358,6,
3812,C13086,1,091A,0.873665,6,
3813,C13086,2,505A,0.892686,6,
3814,C13086,3,767A,0.937777,6,
3815,C13086,4,245B,0.942495,6,
3816,C13086,5,005A,1.01493,6,
3817,C13086,6,417A,1.104655,6,
3819,MM7003,1,500A,1.377914,1,
3821,C13017,1,284A,0.689706,3,
3822,C13017,2,674A,0.782406,3,
3823,C13017,3,232A,0.918855,3,
3825,MM5014,1,162A,0.979341,4,
3826,MM5014,2,060A,0.982709,4,
3827,MM5014,3,982A,1.00014,4,
3828,MM5014,4,595A,1.127228,4,
3830,MM5015,1,162A,0.973794,4,
3831,MM5015,2,060A,0.98109,4,
3832,MM5015,3,982A,0.997549,4,
3833,MM5015,4,595A,1.130649,4,
3835,MM5016,1,060A,1.049889,8,
3836,MM5016,2,982A,1.085366,8,
3837,MM5016,3,1131A,1.099778,8,
3838,MM5016,4,655A,1.104018,8,
3839,MM5016,5,997A,1.140244,8,
3840,MM5016,6,1058A,1.147747,8,
3841,MM5016,7,2003A,1.186253,8,
3842,MM5016,8,162A,1.311552,8,
3844,MM5017,1,2003A,0.964263,7,
3845,MM5017,2,655A,0.982698,7,
3846,MM5017,3,060A,1.065204,7,
3847,MM5017,4,982A,1.119749,7,
3848,MM5017,5,997A,1.14232,7,
3849,MM5017,6,1131A,1.26395,7,
3850,MM5017,7,162A,1.485266,7,
3852,MM4022,1,766C,0.846006,2,
3853,MM4022,2,163A,0.936756,2,
3855,C13534,1,091A,0.818313,6,
3856,C13534,2,505A,0.889613,6,
3857,C13534,3,159C,0.950354,6,
3858,C13534,4,163A,0.953988,6,
3859,C13534,5,005A,0.959295,6,
3860,C13534,6,2005A,1.038138,6,
3862,MM5018,1,982A,0.846128,4,
3863,MM5018,2,162A,0.893961,4,
3864,MM5018,3,060A,1.017191,4,
3865,MM5018,4,595A,1.715745,4,
3867,MM5019,1,162A,0.838739,4,
3868,MM5019,2,060A,0.860764,4,
3869,MM5019,3,982A,1.290424,4,
3870,MM5019,4,595A,1.746085,4,
3872,C13950,1,720A,0.786291,4,
3873,C13950,2,1098A,0.814415,4,
3874,C13950,3,1231A,0.816591,4,
3875,C13950,4,697A,0.850535,4,
3877,C13891,1,903A,1.113246,9,
3878,C13891,2,360A,1.148173,9,
3879,C13891,3,1202A,1.247703,9,
3880,C13891,4,503F,1.254962,9,
3881,C13891,5,174A,1.30424,9,
3882,C13891,6,093B,1.353541,9,
3883,C13891,7,692A,1.427143,9,
3884,C13891,8,311A,1.619319,9,
3885,C13891,9,777A,2.2995,9,
3887,C13716,1,1272A,0.822018,7,
3888,C13716,2,1010A,0.925467,7,
3889,C13716,3,060A,0.956627,7,
3890,C13716,4,975A,0.970912,7,
3891,C13716,5,162A,1.046716,7,
3892,C13716,6,997A,1.10182,7,
3893,C13716,7,1095A,1.307177,7,
3895,C13522,1,505A,0.795436,7,
3896,C13522,2,245B,0.839143,7,
3897,C13522,3,163A,0.878963,7,
3898,C13522,4,005A,0.88796,7,
3899,C13522,5,160A,0.905874,7,
3900,C13522,6,159C,0.966025,7,
3901,C13522,7,017A,0.995723,7,
3903,C11729,1,099H,0.971599,9,
3904,C11729,2,169A,1.014457,9,
3905,C11729,3,903A,1.040807,9,
3906,C11729,4,373A,1.050806,9,
3907,C11729,5,1086A,1.070327,9,
3908,C11729,6,968A,1.095186,9,
3909,C11729,7,711A,1.129376,9,
3910,C11729,8,360A,1.143259,9,
3911,C11729,9,696A,1.169014,9,
3913,MM3010,1,2014A,0.880001,2,
3914,MM3010,2,1211A,0.888749,2,
3916,MM4015R,1,2014A,0.966462,5,
3917,MM4015R,2,766A,1.268145,5,
3918,MM4015R,3,500A,1.291188,5,
3919,MM4015R,4,1211A,1.551834,5,
3920,MM4015R,5,1294A,1.972045,5,
3922,MM4019,1,071A,0.843343,2,
3923,MM4019,2,163A,1.336237,2,
3925,MM4021,1,032A,0.942865,5,
3926,MM4021,2,924A,0.988462,5,
3927,MM4021,3,163A,1.040324,5,
3928,MM4021,4,028B,1.046983,5,
3929,MM4021,5,017A,1.434774,5,
3931,MM4023,1,028B,0.892555,4,
3932,MM4023,2,174A,1.063269,4,
3933,MM4023,3,163A,1.126212,4,
3934,MM4023,4,257A,1.247731,4,
3936,MM4029,1,982A,0.900359,4,
3937,MM4029,2,060A,0.918316,4,
3938,MM4029,3,595A,1.077553,4,
3939,MM4029,4,162A,1.147895,4,
3941,MM4032,1,060A,0.859817,4,
3942,MM4032,2,982A,0.874147,4,
3943,MM4032,3,162A,0.945798,4,
3944,MM4032,4,595A,0.962831,4,
3946,MM5020,1,1211A,0.919286,3,
3947,MM5020,2,2014A,1.017143,3,
3948,MM5020,3,807A,1.5,3,
3950,C13348,1,032A,0.875433,7,
3951,C13348,2,924A,0.968304,7,
3952,C13348,3,163A,1.046657,7,
3953,C13348,4,028B,1.051704,7,
3954,C13348,5,1275A,1.053125,7,
3955,C13348,6,017A,1.102261,7,
3956,C13348,7,159C,1.142857,7,
3958,C13868,1,547A,0.922172,6,
3959,C13868,2,005A,0.990991,6,
3960,C13868,3,505A,1.009707,6,
3961,C13868,4,163A,1.100847,6,
3962,C13868,5,245B,1.143049,6,
3963,C13868,6,159C,1.178092,6,
3965,C14307,1,174A,0.88141,6,
3966,C14307,2,071A,0.929511,6,
3967,C14307,3,032A,0.984314,6,
3968,C14307,4,028B,1.038377,6,
3969,C14307,5,924A,1.044566,6,
3970,C14307,6,163A,1.051658,6,
3972,MM4035,1,1229A,1.042,2,
3973,MM4035,2,1295A,1.06,2,
3975,C14223,1,1098A,1.000753,5,
3976,C14223,2,720A,1.0187,5,
3977,C14223,3,697A,1.01941,5,
3978,C14223,4,997A,1.160993,5,
3979,C14223,5,1095A,1.631462,5,
3981,C14205,1,668A,0.932336,4,
3982,C14205,2,159C,0.962542,4,
3983,C14205,3,701A,1.011364,4,
3984,C14205,4,163A,1.212722,4,
3986,C13972,1,163A,1.462875,3,
3987,C13972,2,505A,1.526724,3,
3988,C13972,3,159C,1.530444,3,
3990,C12622,1,163A,1.02007,7,
3991,C12622,2,159C,1.06776,7,
3992,C12622,3,503F,1.11557,7,
3993,C12622,4,160A,1.116889,7,
3994,C12622,5,1011A,1.178404,7,
3995,C12622,6,040A,1.206281,7,
3996,C12622,7,903A,1.214496,7,
3998,C13574,1,884A,0.952038,9,
3999,C13574,2,924A,0.953167,9,
4000,C13574,3,169A,0.974018,9,
4001,C13574,4,870A,0.991369,9,
4002,C13574,5,1275A,1.016311,9,
4003,C13574,6,011A,1.016876,9,
4004,C13574,7,692A,1.017723,9,
4005,C13574,8,696A,1.036698,9,
4006,C13574,9,373A,1.17456,9,
4008,C14200,1,668A,0.86131,6,
4009,C14200,2,701A,0.903168,6,
4010,C14200,3,159C,0.970863,6,
4011,C14200,4,160A,1.032772,6,
4012,C14200,5,163A,1.037959,6,
4013,C14200,6,505A,1.064549,6,
4015,C14228,1,1282A,0.964902,5,
4016,C14228,2,1011A,1.155947,5,
4017,C14228,3,084A,1.190582,5,
4018,C14228,4,1274A,1.358067,5,
4019,C14228,5,503F,1.431704,5,
4021,C14227,1,163A,0.854541,6,
4022,C14227,2,017A,1.036915,6,
4023,C14227,3,032A,1.062636,6,
4024,C14227,4,159C,1.268971,6,
4025,C14227,5,1224T,1.281964,6,
4026,C14227,6,924A,1.303804,6,
4028,C14199,1,295A,0.965564,4,
4029,C14199,2,005A,0.978969,4,
4030,C14199,3,160A,1.040987,4,
4031,C14199,4,505A,1.086342,4,
4033,C11210,1,017A,0.726075,5,
4034,C11210,2,924A,0.815361,5,
4035,C11210,3,032A,0.82944,5,
4036,C11210,4,163A,0.89507,5,
4037,C11210,5,028B,0.930261,5,
4039,C13712,1,162A,0.8953,4,
4040,C13712,2,060A,0.934968,4,
4041,C13712,3,982A,0.936775,4,
4042,C13712,4,595A,1.113277,4,
4044,C14202,1,160A,0.865358,5,
4045,C14202,2,005A,0.94053,5,
4046,C14202,3,505A,0.958475,5,
4047,C14202,4,163A,1.008757,5,
4048,C14202,5,159C,1.244428,5,
4050,C14206,1,295A,0.899282,4,
4051,C14206,2,160A,1.048484,4,
4052,C14206,3,005A,1.144243,4,
4053,C14206,4,163A,1.151939,4,
4055,C13859,1,060A,0.922579,3,
4056,C13859,2,982A,0.966362,3,
4057,C13859,3,595A,1.072286,3,
4059,MM6014,1,924A,0.698752,6,
4060,MM6014,2,032A,0.764959,6,
4061,MM6014,3,017A,0.770855,6,
4062,MM6014,4,028B,0.775194,6,
4063,MM6014,5,163A,0.781128,6,
4064,MM6014,6,159C,0.818762,6,
4066,C14352,1,1064A,0.492053,5,
4067,C14352,2,1052A,0.530573,5,
4068,C14352,3,1068A,0.734969,5,
4069,C14352,4,386A,0.908744,5,
4070,C14352,5,S3082,1.069218,5,
4072,C14141,1,793A,0.864418,3,
4073,C14141,2,1273A,1.208338,3,
4074,C14141,3,1116A,1.396401,3,
4076,C13987,1,163A,0.977707,2,
4077,C13987,2,766C,1.008996,2,
4079,C14204,1,163A,1.075761,3,
4080,C14204,2,160A,1.115422,3,
4081,C14204,3,159C,1.142254,3,
4083,C13858,1,1275A,0.719558,6,
4084,C13858,2,924A,0.724652,6,
4085,C13858,3,090A,0.734861,6,
4086,C13858,4,854A,0.828376,6,
4087,C13858,5,692A,0.883499,6,
4088,C13858,6,065A,1.003372,6,
4090,C13972R,1,017A,0.902261,4,
4091,C13972R,2,505A,0.984285,4,
4092,C13972R,3,163A,0.997618,4,
4093,C13972R,4,159C,1.094067,4,
4095,C14350,1,779A,1.043723,6,
4096,C14350,2,870A,1.057204,6,
4097,C14350,3,169A,1.090853,6,
4098,C14350,4,562A,1.196503,6,
4099,C14350,5,284A,1.2352,6,
4100,C14350,6,274A,1.326315,6,
4102,MM2012,1,1329A,0.587364,15,
4103,MM2012,2,975A,0.597709,15,
4104,MM2012,3,450A,0.642997,15,
4105,MM2012,4,1277A,0.680691,15,
4106,MM2012,5,178A,0.689066,15,
4107,MM2012,6,274A,0.704894,15,
4108,MM2012,7,1276A,0.708272,15,
4109,MM2012,8,1332A,0.731069,15,
4110,MM2012,9,1315A,0.827532,15,
4111,MM2012,10,1272A,0.900912,15,
4112,MM2012,11,1279A,0.965036,15,
4113,MM2012,12,697A,1.224439,15,
4114,MM2012,13,720A,1.318195,15,
4115,MM2012,14,868A,1.395825,15,
4116,MM2012,15,S3391,1.784344,15,
4118,C13897,1,011A,0.810097,10,
4119,C13897,2,1275A,0.822933,10,
4120,C13897,3,090A,0.827984,10,
4121,C13897,4,692A,0.850528,10,
4122,C13897,5,870A,0.887152,10,
4123,C13897,6,232A,1.009396,10,
4124,C13897,7,924A,1.011187,10,
4125,C13897,8,159C,1.023596,10,
4126,C13897,9,865A,1.029826,10,
4127,C13897,10,1011A,1.041691,10,
4129,C13398,1,159C,1.155489,5,
4130,C13398,2,169A,1.16233,5,
4131,C13398,3,164A,1.321748,5,
4132,C13398,4,696A,1.335223,5,
4133,C13398,5,562A,1.470949,5,
4135,C14207,1,505A,0.755353,5,
4136,C14207,2,163A,0.757347,5,
4137,C14207,3,005A,0.862007,5,
4138,C14207,4,160A,0.924642,5,
4139,C14207,5,159C,1.004571,5,
4141,C13988,1,329A,0.902333,6,
4142,C13988,2,766C,0.99326,6,
4143,C13988,3,163A,1.009994,6,
4144,C13988,4,924A,1.064444,6,
4145,C13988,5,005A,1.133342,6,
4146,C13988,6,159C,1.212243,6,
4148,C14224,1,697A,0.933972,10,
4149,C14224,2,868A,0.95847,10,
4150,C14224,3,1231A,0.984916,10,
4151,C14224,4,1095A,1.066797,10,
4152,C14224,5,1200A,1.113708,10,
4153,C14224,6,720A,1.150973,10,
4154,C14224,7,064A,1.194021,10,
4155,C14224,8,1098A,1.210089,10,
4156,C14224,9,975A,1.243798,10,
4157,C14224,10,1011A,1.350291,10,
4159,M3011,1,1272A,0.49406,7,
4160,M3011,2,1098A,0.602482,7,
4161,M3011,3,064A,0.652883,7,
4162,M3011,4,908A,0.748527,7,
4163,M3011,5,720A,0.767489,7,
4164,M3011,6,697A,0.965362,7,
4165,M3011,7,1225A,1.229915,7,
4167,MM5023,1,162A,0.941,3,
4168,MM5023,2,060A,0.955426,3,
4169,MM5023,3,595A,1.164675,3,
4171,C14301,1,071A,0.852517,4,
4172,C14301,2,163A,0.950489,4,
4173,C14301,3,159C,0.981153,4,
4174,C14301,4,766C,1.121504,4,
4176,MM6026,1,1335A,0.715785,7,
4177,MM6026,2,997A,0.770652,7,
4178,MM6026,3,1131A,0.859517,7,
4179,MM6026,4,982A,0.870036,7,
4180,MM6026,5,060A,0.914665,7,
4181,MM6026,6,1230A,1.087327,7,
4182,MM6026,7,1277A,1.143465,7,
4184,MM2013,1,1200A,0.778698,8,
4185,MM2013,2,1272A,0.839806,8,
4186,MM2013,3,1095A,0.84736,8,
4187,MM2013,4,868A,1.048258,8,
4188,MM2013,5,697A,1.109623,8,
4189,MM2013,6,720A,1.353828,8,
4190,MM2013,7,975A,1.362507,8,
4191,MM2013,8,1277A,5.203261,8,
4193,C14275,1,163A,0.96898,3,
4194,C14275,2,028B,1.032819,3,
4195,C14275,3,159C,1.137285,3,
4197,C14178,1,009A,0.776656,6,
4198,C14178,2,1050A,0.837855,6,
4199,C14178,3,503F,1.094786,6,
4200,C14178,4,655A,1.260039,6,
4201,C14178,5,447A,1.435915,6,
4202,C14178,6,1230A,2.152904,6,
4204,C13094,1,279A,0.853062,8,
4205,C13094,2,696A,0.868029,8,
4206,C13094,3,169A,0.869807,8,
4207,C13094,4,585A,0.906439,8,
4208,C13094,5,284A,0.923915,8,
4209,C13094,6,159C,0.982389,8,
4210,C13094,7,160A,0.98651,8,
4211,C13094,8,955A,1.040403,8,
4213,MM1023,1,005A,1.069941,5,
4214,MM1023,2,163A,1.197834,5,
4215,MM1023,3,017A,1.226256,5,
4216,MM1023,4,174A,1.315875,5,
4217,MM1023,5,159C,1.365625,5,
4219,C13682,1,245B,0.976924,4,
4220,C13682,2,505A,1.099939,4,
4221,C13682,3,159C,1.199988,4,
4222,C13682,4,005A,1.560954,4,
4224,MM4033,1,905A,0.858419,5,
4225,MM4033,2,903A,0.867555,5,
4226,MM4033,3,1202A,1.022018,5,
4227,MM4033,4,232A,1.078304,5,
4228,MM4033,5,696A,1.101772,5,
4230,C14215,1,163A,1.137253,3,
4231,C14215,2,505A,1.220296,3,
4232,C14215,3,547A,1.366288,3,
4235,C14324,1,697A,0.655918,5,
4236,C14324,2,2002A,0.774203,5,
4237,C14324,3,1272A,0.845067,5,
4238,C14324,4,720A,1.015432,5,
4239,C14324,5,997A,1.055406,5,
4241,MM3014,1,953A,0.67255,6,
4242,MM3014,2,435A,0.887947,6,
4243,MM3014,3,1040A,0.974149,6,
4244,MM3014,4,053D,1.023403,6,
4245,MM3014,5,1339A,1.541102,6,
4246,MM3014,6,1068A,2.340287,6,
